,STUDY,respondent,RESPONDENT,GENDER,AGE,GROUP,VALUE_FAM_01_Question (2),ASSIGNED_KEY_FAM_01_Question (2),TIMING_FAM_01_Question (2),VALUE_FAM_02_Question (2),ASSIGNED_KEY_FAM_02_Question (2),TIMING_FAM_02_Question (2),VALUE_FAM_07_Question (2),ASSIGNED_KEY_FAM_07_Question (2),TIMING_FAM_07_Question (2),VALUE_FAM_04_Question (2),ASSIGNED_KEY_FAM_04_Question (2),TIMING_FAM_04_Question (2),VALUE_FAM_03_Question (2),ASSIGNED_KEY_FAM_03_Question (2),TIMING_FAM_03_Question (2),VALUE_FAM_06_Question (2),ASSIGNED_KEY_FAM_06_Question (2),TIMING_FAM_06_Question (2),VALUE_FAM_05_Question (2),ASSIGNED_KEY_FAM_05_Question (2),TIMING_FAM_05_Question (2),VALUE_FAM_08_Question (2),ASSIGNED_KEY_FAM_08_Question (2),TIMING_FAM_08_Question (2),VALUE_FAM_09_Question (2),ASSIGNED_KEY_FAM_09_Question (2),TIMING_FAM_09_Question (2),VALUE_FAM_10_Question (2),ASSIGNED_KEY_FAM_10_Question (2),TIMING_FAM_10_Question (2),VALUE_FAM_11_Question (2),ASSIGNED_KEY_FAM_11_Question (2),TIMING_FAM_11_Question (2),VALUE_FAM_12_Question (2),ASSIGNED_KEY_FAM_12_Question (2),TIMING_FAM_12_Question (2),VALUE_FAM_18_Question (2),ASSIGNED_KEY_FAM_18_Question (2),TIMING_FAM_18_Question (2),VALUE_FAM_13_Question (2),ASSIGNED_KEY_FAM_13_Question (2),TIMING_FAM_13_Question (2),VALUE_FAM_14_Question (2),ASSIGNED_KEY_FAM_14_Question (2),TIMING_FAM_14_Question (2),VALUE_FAM_15_Question (2),ASSIGNED_KEY_FAM_15_Question (2),TIMING_FAM_15_Question (2),VALUE_FAM_30_Question (2),ASSIGNED_KEY_FAM_30_Question (2),TIMING_FAM_30_Question (2),VALUE_FAM_16_Question (2),ASSIGNED_KEY_FAM_16_Question (2),TIMING_FAM_16_Question (2),VALUE_FAM_17_Question (2),ASSIGNED_KEY_FAM_17_Question (2),TIMING_FAM_17_Question (2),VALUE_FAM_19_Question (2),ASSIGNED_KEY_FAM_19_Question (2),TIMING_FAM_19_Question (2),VALUE_FAM_20_Question (2),ASSIGNED_KEY_FAM_20_Question (2),TIMING_FAM_20_Question (2),VALUE_FAM_22_Question (2),ASSIGNED_KEY_FAM_22_Question (2),TIMING_FAM_22_Question (2),VALUE_FAM_21_Question (2),ASSIGNED_KEY_FAM_21_Question (2),TIMING_FAM_21_Question (2),VALUE_FAM_28_Question (2),ASSIGNED_KEY_FAM_28_Question (2),TIMING_FAM_28_Question (2),VALUE_FAM_23_Question (2),ASSIGNED_KEY_FAM_23_Question (2),TIMING_FAM_23_Question (2),VALUE_FAM_24_Question (2),ASSIGNED_KEY_FAM_24_Question (2),TIMING_FAM_24_Question (2),VALUE_FAM_25_Question (2),ASSIGNED_KEY_FAM_25_Question (2),TIMING_FAM_25_Question (2),VALUE_FAM_26_Question (2),ASSIGNED_KEY_FAM_26_Question (2),TIMING_FAM_26_Question (2),VALUE_FAM_27_Question (2),ASSIGNED_KEY_FAM_27_Question (2),TIMING_FAM_27_Question (2),VALUE_FAM_41_Question (2),ASSIGNED_KEY_FAM_41_Question (2),TIMING_FAM_41_Question (2),VALUE_FAM_32_Question (2),ASSIGNED_KEY_FAM_32_Question (2),TIMING_FAM_32_Question (2),VALUE_FAM_29_Question (2),ASSIGNED_KEY_FAM_29_Question (2),TIMING_FAM_29_Question (2),VALUE_FAM_39_Question (2),ASSIGNED_KEY_FAM_39_Question (2),TIMING_FAM_39_Question (2),VALUE_FAM_35_Question (2),ASSIGNED_KEY_FAM_35_Question (2),TIMING_FAM_35_Question (2),VALUE_FAM_36_Question (2),ASSIGNED_KEY_FAM_36_Question (2),TIMING_FAM_36_Question (2),VALUE_FAM_31_Question (2),ASSIGNED_KEY_FAM_31_Question (2),TIMING_FAM_31_Question (2),VALUE_FAM_33_Question (2),ASSIGNED_KEY_FAM_33_Question (2),TIMING_FAM_33_Question (2),VALUE_FAM_38_Question (2),ASSIGNED_KEY_FAM_38_Question (2),TIMING_FAM_38_Question (2),VALUE_FAM_37_Question (2),ASSIGNED_KEY_FAM_37_Question (2),TIMING_FAM_37_Question (2),VALUE_FAM_34_Question (2),ASSIGNED_KEY_FAM_34_Question (2),TIMING_FAM_34_Question (2),VALUE_FAM_40_Question (2),ASSIGNED_KEY_FAM_40_Question (2),TIMING_FAM_40_Question (2),VALUE_FAM_42_Question (2),ASSIGNED_KEY_FAM_42_Question (2),TIMING_FAM_42_Question (2),VALUE_FAM_43_Question (2),ASSIGNED_KEY_FAM_43_Question (2),TIMING_FAM_43_Question (2),VALUE_FAM_44_Question (2),ASSIGNED_KEY_FAM_44_Question (2),TIMING_FAM_44_Question (2),VALUE_FAM_47_Question (2),ASSIGNED_KEY_FAM_47_Question (2),TIMING_FAM_47_Question (2),VALUE_FAM_46_Question (2),ASSIGNED_KEY_FAM_46_Question (2),TIMING_FAM_46_Question (2),VALUE_FAM_45_Question (2),ASSIGNED_KEY_FAM_45_Question (2),TIMING_FAM_45_Question (2),VALUE_FAM_48_Question (2),ASSIGNED_KEY_FAM_48_Question (2),TIMING_FAM_48_Question (2),VALUE_FAM_49_Question (2),ASSIGNED_KEY_FAM_49_Question (2),TIMING_FAM_49_Question (2),VALUE_FAM_52_Question (2),ASSIGNED_KEY_FAM_52_Question (2),TIMING_FAM_52_Question (2),VALUE_FAM_50_Question (2),ASSIGNED_KEY_FAM_50_Question (2),TIMING_FAM_50_Question (2),VALUE_FAM_51_Question (2),ASSIGNED_KEY_FAM_51_Question (2),TIMING_FAM_51_Question (2),VALUE_FAM_53_Question (2),ASSIGNED_KEY_FAM_53_Question (2),TIMING_FAM_53_Question (2),VALUE_FAM_54_Question (2),ASSIGNED_KEY_FAM_54_Question (2),TIMING_FAM_54_Question (2),VALUE_FAM_55_Question (2),ASSIGNED_KEY_FAM_55_Question (2),TIMING_FAM_55_Question (2),VALUE_FAM_56_Question (2),ASSIGNED_KEY_FAM_56_Question (2),TIMING_FAM_56_Question (2),VALUE_FAM_57_Question (2),ASSIGNED_KEY_FAM_57_Question (2),TIMING_FAM_57_Question (2),VALUE_FAM_58_Question (2),ASSIGNED_KEY_FAM_58_Question (2),TIMING_FAM_58_Question (2),VALUE_FAM_59_Question (2),ASSIGNED_KEY_FAM_59_Question (2),TIMING_FAM_59_Question (2),VALUE_FAM_60_Question (2),ASSIGNED_KEY_FAM_60_Question (2),TIMING_FAM_60_Question (2),VALUE_FAM_62_Question (2),ASSIGNED_KEY_FAM_62_Question (2),TIMING_FAM_62_Question (2),VALUE_FAM_61_Question (2),ASSIGNED_KEY_FAM_61_Question (2),TIMING_FAM_61_Question (2),VALUE_FAM_63_Question (2),ASSIGNED_KEY_FAM_63_Question (2),TIMING_FAM_63_Question (2),VALUE_FAM_65_Question (2),ASSIGNED_KEY_FAM_65_Question (2),TIMING_FAM_65_Question (2),VALUE_FAM_64_Question (2),ASSIGNED_KEY_FAM_64_Question (2),TIMING_FAM_64_Question (2),VALUE_FAM_66_Question (2),ASSIGNED_KEY_FAM_66_Question (2),TIMING_FAM_66_Question (2),VALUE_FAM_67_Question (2),ASSIGNED_KEY_FAM_67_Question (2),TIMING_FAM_67_Question (2),VALUE_FAM_68_Question (2),ASSIGNED_KEY_FAM_68_Question (2),TIMING_FAM_68_Question (2),VALUE_FAM_69_Question (2),ASSIGNED_KEY_FAM_69_Question (2),TIMING_FAM_69_Question (2),VALUE_FAM_70_Question (2),ASSIGNED_KEY_FAM_70_Question (2),TIMING_FAM_70_Question (2),VALUE_FAM_71_Question (2),ASSIGNED_KEY_FAM_71_Question (2),TIMING_FAM_71_Question (2),Unnamed: 2,VALUE_IAT_Prac1_Question (2),ASSIGNED_KEY_IAT_Prac1_Question (2),TIMING_IAT_Prac1_Question (2),VALUE_IAT_Prac2_Question (2),ASSIGNED_KEY_IAT_Prac2_Question (2),TIMING_IAT_Prac2_Question (2),VALUE_IAT_Prac3_Question (2),ASSIGNED_KEY_IAT_Prac3_Question (2),TIMING_IAT_Prac3_Question (2),VALUE_IAT_Prac4_Question (2),ASSIGNED_KEY_IAT_Prac4_Question (2),TIMING_IAT_Prac4_Question (2),VALUE_S_01_Question (2),ASSIGNED_KEY_S_01_Question (2),TIMING_S_01_Question (2),VALUE_PPC02_Question (2),ASSIGNED_KEY_PPC02_Question (2),TIMING_PPC02_Question (2),VALUE_S_04_Question (2),ASSIGNED_KEY_S_04_Question (2),TIMING_S_04_Question (2),VALUE_S_02_Question (2),ASSIGNED_KEY_S_02_Question (2),TIMING_S_02_Question (2),VALUE_S_03_Question (2),ASSIGNED_KEY_S_03_Question (2),TIMING_S_03_Question (2),VALUE_S_11_Question (2),ASSIGNED_KEY_S_11_Question (2),TIMING_S_11_Question (2),VALUE_S_10_Question (2),ASSIGNED_KEY_S_10_Question (2),TIMING_S_10_Question (2),VALUE_S_09_Question (2),ASSIGNED_KEY_S_09_Question (2),TIMING_S_09_Question (2),VALUE_S_05_Question (2),ASSIGNED_KEY_S_05_Question (2),TIMING_S_05_Question (2),VALUE_S_08_Question (2),ASSIGNED_KEY_S_08_Question (2),TIMING_S_08_Question (2),VALUE_S_07_Question (2),ASSIGNED_KEY_S_07_Question (2),TIMING_S_07_Question (2),VALUE_S_06_Question (2),ASSIGNED_KEY_S_06_Question (2),TIMING_S_06_Question (2),VALUE_S_12_Question (2),ASSIGNED_KEY_S_12_Question (2),TIMING_S_12_Question (2),VALUE_HH02_Question (2),ASSIGNED_KEY_HH02_Question (2),TIMING_HH02_Question (2),VALUE_PPC01_Question (2),ASSIGNED_KEY_PPC01_Question (2),TIMING_PPC01_Question (2),VALUE_PPC05_Question (2),ASSIGNED_KEY_PPC05_Question (2),TIMING_PPC05_Question (2),VALUE_PPC03_Question (2),ASSIGNED_KEY_PPC03_Question (2),TIMING_PPC03_Question (2),VALUE_PPC04_Question (2),ASSIGNED_KEY_PPC04_Question (2),TIMING_PPC04_Question (2),VALUE_PPC06_Question (2),ASSIGNED_KEY_PPC06_Question (2),TIMING_PPC06_Question (2),VALUE_BPW01_Question (2),ASSIGNED_KEY_BPW01_Question (2),TIMING_BPW01_Question (2),VALUE_PPC07_Question (2),ASSIGNED_KEY_PPC07_Question (2),TIMING_PPC07_Question (2),VALUE_PPC08_Question (2),ASSIGNED_KEY_PPC08_Question (2),TIMING_PPC08_Question (2),VALUE_PPC09_Question (2),ASSIGNED_KEY_PPC09_Question (2),TIMING_PPC09_Question (2),VALUE_PPC10_Question (2),ASSIGNED_KEY_PPC10_Question (2),TIMING_PPC10_Question (2),VALUE_PPC11_Question (2),ASSIGNED_KEY_PPC11_Question (2),TIMING_PPC11_Question (2),VALUE_PPC12_Question (2),ASSIGNED_KEY_PPC12_Question (2),TIMING_PPC12_Question (2),VALUE_LB01_Question (2),ASSIGNED_KEY_LB01_Question (2),TIMING_LB01_Question (2),VALUE_BPW02_Question (2),ASSIGNED_KEY_BPW02_Question (2),TIMING_BPW02_Question (2),VALUE_BPW03_Question (2),ASSIGNED_KEY_BPW03_Question (2),TIMING_BPW03_Question (2),VALUE_BPW04_Question (2),ASSIGNED_KEY_BPW04_Question (2),TIMING_BPW04_Question (2),VALUE_BPW05_Question (2),ASSIGNED_KEY_BPW05_Question (2),TIMING_BPW05_Question (2),VALUE_BPW06_Question (2),ASSIGNED_KEY_BPW06_Question (2),TIMING_BPW06_Question (2),VALUE_BPW07_Question (2),ASSIGNED_KEY_BPW07_Question (2),TIMING_BPW07_Question (2),VALUE_BPW08_Question (2),ASSIGNED_KEY_BPW08_Question (2),TIMING_BPW08_Question (2),VALUE_BPW10_Question (2),ASSIGNED_KEY_BPW10_Question (2),TIMING_BPW10_Question (2),VALUE_BPW09_Question (2),ASSIGNED_KEY_BPW09_Question (2),TIMING_BPW09_Question (2),VALUE_BPW11_Question (2),ASSIGNED_KEY_BPW11_Question (2),TIMING_BPW11_Question (2),VALUE_HH01_Question (2),ASSIGNED_KEY_HH01_Question (2),TIMING_HH01_Question (2),VALUE_LB02_Question (2),ASSIGNED_KEY_LB02_Question (2),TIMING_LB02_Question (2),VALUE_LB03_Question (2),ASSIGNED_KEY_LB03_Question (2),TIMING_LB03_Question (2),VALUE_LB04_Question (2),ASSIGNED_KEY_LB04_Question (2),TIMING_LB04_Question (2),VALUE_LB05_Question (2),ASSIGNED_KEY_LB05_Question (2),TIMING_LB05_Question (2),VALUE_LB06_Question (2),ASSIGNED_KEY_LB06_Question (2),TIMING_LB06_Question (2),VALUE_LB07_Question (2),ASSIGNED_KEY_LB07_Question (2),TIMING_LB07_Question (2),VALUE_LB08_Question (2),ASSIGNED_KEY_LB08_Question (2),TIMING_LB08_Question (2),VALUE_LB09_Question (2),ASSIGNED_KEY_LB09_Question (2),TIMING_LB09_Question (2),VALUE_LB10_Question (2),ASSIGNED_KEY_LB10_Question (2),TIMING_LB10_Question (2),VALUE_LB11_Question (2),ASSIGNED_KEY_LB11_Question (2),TIMING_LB11_Question (2),VALUE_LB12_Question (2),ASSIGNED_KEY_LB12_Question (2),TIMING_LB12_Question (2),VALUE_BPW12_Question (2),ASSIGNED_KEY_BPW12_Question (2),TIMING_BPW12_Question (2),VALUE_OG01_Question (2),ASSIGNED_KEY_OG01_Question (2),TIMING_OG01_Question (2),VALUE_OG02_Question (2),ASSIGNED_KEY_OG02_Question (2),TIMING_OG02_Question (2),VALUE_OG03_Question (2),ASSIGNED_KEY_OG03_Question (2),TIMING_OG03_Question (2),VALUE_OG04_Question (2),ASSIGNED_KEY_OG04_Question (2),TIMING_OG04_Question (2),VALUE_OG05_Question (2),ASSIGNED_KEY_OG05_Question (2),TIMING_OG05_Question (2),VALUE_OG06_Question (2),ASSIGNED_KEY_OG06_Question (2),TIMING_OG06_Question (2),VALUE_OG07_Question (2),ASSIGNED_KEY_OG07_Question (2),TIMING_OG07_Question (2),VALUE_OG08_Question (2),ASSIGNED_KEY_OG08_Question (2),TIMING_OG08_Question (2),VALUE_OG09_Question (2),ASSIGNED_KEY_OG09_Question (2),TIMING_OG09_Question (2),VALUE_OG10_Question (2),ASSIGNED_KEY_OG10_Question (2),TIMING_OG10_Question (2),VALUE_OG11_Question (2),ASSIGNED_KEY_OG11_Question (2),TIMING_OG11_Question (2),VALUE_OG12_Question (2),ASSIGNED_KEY_OG12_Question (2),TIMING_OG12_Question (2),VALUE_HH04_Question (2),ASSIGNED_KEY_HH04_Question (2),TIMING_HH04_Question (2),VALUE_HH05_Question (2),ASSIGNED_KEY_HH05_Question (2),TIMING_HH05_Question (2),VALUE_HH06_Question (2),ASSIGNED_KEY_HH06_Question (2),TIMING_HH06_Question (2),VALUE_HH07_Question (2),ASSIGNED_KEY_HH07_Question (2),TIMING_HH07_Question (2),VALUE_HH08_Question (2),ASSIGNED_KEY_HH08_Question (2),TIMING_HH08_Question (2),VALUE_HH09_Question (2),ASSIGNED_KEY_HH09_Question (2),TIMING_HH09_Question (2),VALUE_HH10_Question (2),ASSIGNED_KEY_HH10_Question (2),TIMING_HH10_Question (2),VALUE_HH11_Question (2),ASSIGNED_KEY_HH11_Question (2),TIMING_HH11_Question (2),VALUE_HH12_Question (2),ASSIGNED_KEY_HH12_Question (2),TIMING_HH12_Question (2),VALUE_HH03_Question (2),ASSIGNED_KEY_HH03_Question (2),TIMING_HH03_Question (2)
0,Nandos_Menu_Current_Subset1,8,Resp_002,MALE,40,Default,0,Left,1611.8879,0,Left,4141.8372,0,Left,2323.5933,0,Left,3150.2821,0,Left,2157.1754,0,Left,2159.5929,0,Left,2124.8663,0,Left,2411.389,1,Right,2940.5652,0,Left,3153.5638,1,Right,3035.5385,0,Left,4032.2189,1,Right,3063.4111,1,Right,6176.2111,0,Left,2538.2426,0,Left,2454.0769,0,Left,2290.9164,1,Right,2127.323,1,Right,3912.1718,0,Left,2461.0986,0,Left,4542.9796,0,Left,2577.1146,0,Left,3168.1953,0,Left,1888.7955,0,Left,2322.1438,0,Left,4320.3968,0,Left,2946.5539,0,Left,2697.4882,0,Left,2370.6576,1,Right,4012.1871,0,Left,4340.5558,0,Left,2177.9223,0,Left,2612.0118,0,Left,3391.3538,0,Left,3682.3071,0,Left,4573.6367,1,Right,4260.3922,0,Left,4141.5501,0,Left,3078.3629,1,Right,3060.8425,0,Left,3321.6913,0,Left,2307.9507,0,Left,2063.8671,0,Left,2137.1011,1,Right,2755.4744,0,Left,2855.4413,1,Right,2302.7071,0,Left,3303.3783,0,Left,4643.0666,1,Right,2470.7017,0,Left,3266.3253,0,Left,1947.6162,1,Right,4158.7154,1,Right,4547.4576,0,Left,4616.0953,0,Left,1925.9254,0,Left,4868.5151,1,Right,2664.5205,0,Left,2418.224,0,Left,3407.6092,0,Left,5959.8561,0,Left,2845.5854,0,Left,4323.4296,0,Left,2905.6452,0,Left,2926.1907,0,Left,1782.6111,1,Right,3413.9046,1,Right,4882.6058,0,Left,4952.9053,1,Right,2573.2825,0,Left,2422.4742,2,1,Right,2461.8751,0,Left,1755.6804,1,Right,1874.7288,0,Left,1838.3172,1,Right,2182.0596,0,Left,3028.3355,0,Left,2053.0985,1,Right,2883.2776,1,Right,3194.1989,0,Left,2284.0602,0,Left,1588.1792,0,Left,1262.1478,0,Left,1950.0322,1,Right,2356.9531,0,Left,1461.5048,0,Left,1695.5224,1,Right,2692.6027,1,Right,2759.3954,0,Left,1665.11,0,Left,4220.1041,1,Right,2075.4643,0,Left,2034.1858,0,Left,1579.4868,0,Left,6358.6241,0,Left,1856.9962,0,Left,1451.207,1,Right,2423.0904,1,Right,1606.2028,0,Left,2723.5578,0,Left,1470.3481,1,Right,1711.3257,0,Left,2642.6317,0,Left,2014.808,0,Left,2765.5014,0,Left,8304.207,1,Right,3133.6776,1,Right,2173.7998,1,Right,4288.4732,0,Left,3980.6441,0,Left,2293.0341,0,Left,4543.9313,1,Right,4456.4351,1,Right,2424.3821,1,Right,3764.4726,0,Left,2792.4203,0,Left,1866.6331,0,Left,4474.4446,0,Left,1511.4717,0,Left,2726.3367,0,Left,2247.1376,0,Left,1890.4348,0,Left,1538.4541,0,Left,2742.5852,0,Left,4331.2061,0,Left,2650.143,,,,1,Right,1659.6892,0,Left,3005.0763,1,Right,1572.3265,0,Left,3544.3175,0,Left,2006.5249,0,Left,1600.3863,1,Right,1893.2792,1,Right,1467.9098,0,Left,2079.5273,1,Right,3792.3909,0,Left,2192.9596,1,Right,4843.4648,1,Right,2350.2397,0,Left,2410.593,1,Right,1670.9132,0,Left,1825.2072,0,Left,2088.9734,0,Left,2510.5468,0,Left,2747.8924,0,Left,1935.322
5,Nandos_Menu_Current_Subset1,9,Resp_003,FEMALE,34,Default,0,Left,5790.5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Right,5895.2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Left,1620.6655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Left,2761.6138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Left,1825.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Right,2478.1607,0,Left,2143.2976,1,Right,1937.1991,0,Left,1563.5566,1,Right,1684.5258,0,Left,1863.7218,0,Left,1280.6026,1,Right,1322.0258,1,Right,1825.5596,0,Left,1307.0956,0,Left,5310.0597,0,Left,1176.8257,0,Left,1710.9672,0,Left,1446.0754,0,Left,1130.9728,0,Left,2866.6893,0,Left,1857.9684,1,Right,612.3643,0,Left,1442.3562,0,Left,3412.0112,1,Right,1218.1028,0,Left,2033.5598,0,Left,1875.5291,0,Left,3808.1288,0,Left,2464.2729,0,Left,1459.0807,1,Right,1078.1353,1,Right,993.9735,0,Left,1614.8963,1,Right,1827.1298,1,Right,3545.1266,0,Left,2100.3846,0,Left,1435.163,0,Left,1329.4587,1,Right,2518.2657,0,Left,1269.7893,1,Right,1228.7236,1,Right,1210.7615,0,Left,1427.1824,0,Left,1391.4614,0,Left,1510.7227,1,Right,241.3536,1,Right,1285.3997,1,Right,1173.1346,0,Left,1186.3507,0,Left,1890.5109,1,Right,3047.9147,0,Left,1245.5293,0,Left,1840.5857,0,Left,1417.8008,0,Left,5809.4595,0,Left,1089.8782,0,Left,1243.1977,0,Left,1911.8878,0,Left,3057.5845,,,,0,Left,2032.8904,0,Left,1726.0285,0,Left,3663.1117,0,Left,2271.7661,0,Left,1615.3943,0,Left,1541.4642,1,Right,1868.2635,1,Right,1747.2198,0,Left,1829.1615,0,Left,2966.128,1,Right,9.9734,1,Right,2017.1841,1,Right,2879.0623,0,Left,2377.6406,1,Right,1306.4851,1,Right,2432.4946,0,Left,3829.2785,0,Left,2254.3989,1,Right,7301.4721,1,Right,5546.5786
1,Nandos_Menu_Current_Subset1,12,Resp_004,MALE,43,Default,0,Left,1549.9938,0,Left,1993.3704,0,Left,3543.572,1,Right,9487.1953,0,Left,4426.1098,0,Left,4404.3097,0,Left,4346.6065,0,Left,3848.8465,1,Right,5962.6853,0,Left,1304.8572,1,Right,4206.9846,1,Right,7312.5815,1,Right,4977.346,1,Right,7939.385,0,Left,3075.2915,0,Left,3640.1954,0,Left,4270.2049,1,Right,5628.492,0,Left,3832.1569,0,Left,3927.1426,1,Right,3385.5927,0,Left,1861.4499,0,Left,4873.6463,0,Left,2486.7611,0,Left,2601.1054,0,Left,3265.561,0,Left,2765.1602,0,Left,1391.8458,0,Left,4484.0758,1,Right,5538.463,0,Left,2420.0076,0,Left,2532.8862,0,Left,1772.4577,0,Left,2655.047,0,Left,4038.3159,0,Left,3607.3969,1,Right,4441.958,1,Right,5609.4415,0,Left,2794.5488,1,Right,6177.41,0,Left,7043.4184,0,Left,3760.4123,0,Left,2743.3379,0,Left,3618.0441,1,Right,5707.653,0,Left,4239.6102,0,Left,5105.6564,0,Left,2461.8765,0,Left,2805.7955,1,Right,6615.931,0,Left,5825.3391,0,Left,1732.0551,1,Right,6827.1113,0,Left,3944.7085,0,Left,4191.4298,0,Left,2399.627,1,Right,7160.7448,1,Right,3966.291,0,Left,6435.1087,0,Left,2195.8007,1,Right,3836.7435,0,Left,2916.8793,1,Right,5061.6457,0,Left,5591.9797,1,Right,6090.1709,1,Right,5853.9924,0,Left,6918.1221,1,Right,5281.8434,0,Left,2972.4084,0,Left,3645.6186,0,Left,3928.5442,4,1,Right,4755.1669,0,Left,4316.2557,0,Left,5152.5638,0,Left,2729.7609,1,Right,2090.6577,0,Left,2950.336,1,Right,6946.3237,1,Right,3584.119,1,Right,3330.6224,0,Left,5492.2303,0,Left,3360.3445,0,Left,3360.8839,0,Left,3260.9082,0,Left,4023.263,0,Left,3692.0972,1,Right,3585.9611,0,Left,3091.0139,0,Left,5479.2441,0,Left,2077,0,Left,5628.5652,1,Right,2108.7015,1,Right,1983.5304,0,Left,2692.5563,0,Left,2782.5305,0,Left,4146.3832,1,Right,5413.5022,1,Right,1701.7612,1,Right,4005.4259,0,Left,4565.2923,1,Right,5529.6171,1,Right,2252.5277,0,Left,5083.7143,0,Left,2916.5111,0,Left,2897.908,0,Left,6593.5916,0,Left,3408.2003,1,Right,3703.0303,1,Right,1939.2708,0,Left,3306.9887,0,Left,2741.5036,0,Left,4221.5493,0,Left,4524.4852,1,Right,3090.7291,1,Right,1835.0542,0,Left,3242.9705,0,Left,3756.9211,1,Right,3401.2671,0,Left,3472.7439,0,Left,6516.2675,0,Left,2436.9484,0,Left,1985.7165,0,Left,3667.5071,0,Left,2989.3913,0,Left,3894.6255,0,Left,1471.7328,0,Left,5954.1804,0,Left,5582.1055,1,Right,4435.8297,0,Left,3023.4331,0,Left,2978.8706,1,Right,5539.2519,0,Left,2709.51,1,Right,3916.7851,0,Left,4111.9326,0,Left,2360.983,0,Left,5518.5144,0,Left,3981.147,1,Right,4655.5013,1,Right,2689.454,0,Left,4878.1025,1,Right,4945.2559,0,Left,2326.3194,0,Left,2470.5815,0,Left,2491.6824,0,Left,3759.0983,0,Left,2774.8106
41,Nandos_Menu_Task5,1,Resp_005,MALE,30,Default,0,Left,1102.713,0,Left,6501.6118,0,Left,1215.7503,1,Right,6823.4998,1,Right,3332.0142,0,Left,1242.2127,0,Left,1928.7641,0,Left,1791.2092,1,Right,1894.932,0,Left,1410.4774,1,Right,2146.6969,1,Right,4737.3443,1,Right,3956.4198,1,Right,3702.689,0,Left,1784.357,1,Right,3472.7105,0,Left,1163.5111,0,Left,2550.155,1,Right,3086.7646,0,Left,1469.0702,1,Right,3275.3133,0,Left,1238.6868,0,Left,1745.0761,0,Left,1336.4273,0,Left,1414.2185,0,Left,2896.3857,0,Left,2670.0104,0,Left,1373.0244,0,Left,1502.9806,1,Right,2542.0317,0,Left,3905.5546,0,Left,2237.0161,0,Left,2845.0388,0,Left,2112.3602,0,Left,2557.1611,1,Right,6448.7528,1,Right,7381.1162,0,Left,3543.523,0,Left,1305.5094,0,Left,3044.5862,1,Right,2225.1096,0,Left,1987.1847,0,Left,1585.7632,0,Left,2470.4181,1,Right,1880.9687,0,Left,2926.1761,1,Right,3441.8469,1,Right,2231.4015,0,Left,3451.7683,1,Right,2937.358,0,Left,3373.3,0,Left,1915.0714,1,Right,2406.7959,1,Right,3066.7707,0,Left,3215.399,1,Right,3007.5268,1,Right,4426.3083,1,Right,1837.0873,0,Left,1434.3334,0,Left,1355.319,1,Right,1482.6046,0,Left,1414.1622,1,Right,973.0861,0,Left,2126.3176,1,Right,2590.1071,0,Left,3279.2419,1,Right,4385.9719,0,Left,1805.446,0,Left,1726.3761,1,Right,1688.3529,0,Left,1952.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
