STUDY,respondent,RESPONDENT,GENDER,AGE,GROUP,VALUE_FAM_01_Question (2),ASSIGNED_KEY_FAM_01_Question (2),TIMING_FAM_01_Question (2),VALUE_FAM_02_Question (2),ASSIGNED_KEY_FAM_02_Question (2),TIMING_FAM_02_Question (2),VALUE_FAM_07_Question (2),ASSIGNED_KEY_FAM_07_Question (2),TIMING_FAM_07_Question (2),VALUE_FAM_04_Question (2),ASSIGNED_KEY_FAM_04_Question (2),TIMING_FAM_04_Question (2),VALUE_FAM_03_Question (2),ASSIGNED_KEY_FAM_03_Question (2),TIMING_FAM_03_Question (2),VALUE_FAM_06_Question (2),ASSIGNED_KEY_FAM_06_Question (2),TIMING_FAM_06_Question (2),VALUE_FAM_05_Question (2),ASSIGNED_KEY_FAM_05_Question (2),TIMING_FAM_05_Question (2),VALUE_FAM_08_Question (2),ASSIGNED_KEY_FAM_08_Question (2),TIMING_FAM_08_Question (2),VALUE_FAM_09_Question (2),ASSIGNED_KEY_FAM_09_Question (2),TIMING_FAM_09_Question (2),VALUE_FAM_10_Question (2),ASSIGNED_KEY_FAM_10_Question (2),TIMING_FAM_10_Question (2),VALUE_FAM_11_Question (2),ASSIGNED_KEY_FAM_11_Question (2),TIMING_FAM_11_Question (2),VALUE_FAM_12_Question (2),ASSIGNED_KEY_FAM_12_Question (2),TIMING_FAM_12_Question (2),VALUE_FAM_18_Question (2),ASSIGNED_KEY_FAM_18_Question (2),TIMING_FAM_18_Question (2),VALUE_FAM_13_Question (2),ASSIGNED_KEY_FAM_13_Question (2),TIMING_FAM_13_Question (2),VALUE_FAM_14_Question (2),ASSIGNED_KEY_FAM_14_Question (2),TIMING_FAM_14_Question (2),VALUE_FAM_15_Question (2),ASSIGNED_KEY_FAM_15_Question (2),TIMING_FAM_15_Question (2),VALUE_FAM_30_Question (2),ASSIGNED_KEY_FAM_30_Question (2),TIMING_FAM_30_Question (2),VALUE_FAM_16_Question (2),ASSIGNED_KEY_FAM_16_Question (2),TIMING_FAM_16_Question (2),VALUE_FAM_17_Question (2),ASSIGNED_KEY_FAM_17_Question (2),TIMING_FAM_17_Question (2),VALUE_FAM_19_Question (2),ASSIGNED_KEY_FAM_19_Question (2),TIMING_FAM_19_Question (2),VALUE_FAM_20_Question (2),ASSIGNED_KEY_FAM_20_Question (2),TIMING_FAM_20_Question (2),VALUE_FAM_22_Question (2),ASSIGNED_KEY_FAM_22_Question (2),TIMING_FAM_22_Question (2),VALUE_FAM_21_Question (2),ASSIGNED_KEY_FAM_21_Question (2),TIMING_FAM_21_Question (2),VALUE_FAM_28_Question (2),ASSIGNED_KEY_FAM_28_Question (2),TIMING_FAM_28_Question (2),VALUE_FAM_23_Question (2),ASSIGNED_KEY_FAM_23_Question (2),TIMING_FAM_23_Question (2),VALUE_FAM_24_Question (2),ASSIGNED_KEY_FAM_24_Question (2),TIMING_FAM_24_Question (2),VALUE_FAM_25_Question (2),ASSIGNED_KEY_FAM_25_Question (2),TIMING_FAM_25_Question (2),VALUE_FAM_26_Question (2),ASSIGNED_KEY_FAM_26_Question (2),TIMING_FAM_26_Question (2),VALUE_FAM_27_Question (2),ASSIGNED_KEY_FAM_27_Question (2),TIMING_FAM_27_Question (2),VALUE_FAM_41_Question (2),ASSIGNED_KEY_FAM_41_Question (2),TIMING_FAM_41_Question (2),VALUE_FAM_32_Question (2),ASSIGNED_KEY_FAM_32_Question (2),TIMING_FAM_32_Question (2),VALUE_FAM_29_Question (2),ASSIGNED_KEY_FAM_29_Question (2),TIMING_FAM_29_Question (2),VALUE_FAM_39_Question (2),ASSIGNED_KEY_FAM_39_Question (2),TIMING_FAM_39_Question (2),VALUE_FAM_35_Question (2),ASSIGNED_KEY_FAM_35_Question (2),TIMING_FAM_35_Question (2),VALUE_FAM_36_Question (2),ASSIGNED_KEY_FAM_36_Question (2),TIMING_FAM_36_Question (2),VALUE_FAM_31_Question (2),ASSIGNED_KEY_FAM_31_Question (2),TIMING_FAM_31_Question (2),VALUE_FAM_33_Question (2),ASSIGNED_KEY_FAM_33_Question (2),TIMING_FAM_33_Question (2),VALUE_FAM_38_Question (2),ASSIGNED_KEY_FAM_38_Question (2),TIMING_FAM_38_Question (2),VALUE_FAM_37_Question (2),ASSIGNED_KEY_FAM_37_Question (2),TIMING_FAM_37_Question (2),VALUE_FAM_34_Question (2),ASSIGNED_KEY_FAM_34_Question (2),TIMING_FAM_34_Question (2),VALUE_FAM_40_Question (2),ASSIGNED_KEY_FAM_40_Question (2),TIMING_FAM_40_Question (2),VALUE_FAM_42_Question (2),ASSIGNED_KEY_FAM_42_Question (2),TIMING_FAM_42_Question (2),VALUE_FAM_43_Question (2),ASSIGNED_KEY_FAM_43_Question (2),TIMING_FAM_43_Question (2),VALUE_FAM_44_Question (2),ASSIGNED_KEY_FAM_44_Question (2),TIMING_FAM_44_Question (2),VALUE_FAM_47_Question (2),ASSIGNED_KEY_FAM_47_Question (2),TIMING_FAM_47_Question (2),VALUE_FAM_46_Question (2),ASSIGNED_KEY_FAM_46_Question (2),TIMING_FAM_46_Question (2),VALUE_FAM_45_Question (2),ASSIGNED_KEY_FAM_45_Question (2),TIMING_FAM_45_Question (2),VALUE_FAM_48_Question (2),ASSIGNED_KEY_FAM_48_Question (2),TIMING_FAM_48_Question (2),VALUE_FAM_49_Question (2),ASSIGNED_KEY_FAM_49_Question (2),TIMING_FAM_49_Question (2),VALUE_FAM_52_Question (2),ASSIGNED_KEY_FAM_52_Question (2),TIMING_FAM_52_Question (2),VALUE_FAM_50_Question (2),ASSIGNED_KEY_FAM_50_Question (2),TIMING_FAM_50_Question (2),VALUE_FAM_51_Question (2),ASSIGNED_KEY_FAM_51_Question (2),TIMING_FAM_51_Question (2),VALUE_FAM_53_Question (2),ASSIGNED_KEY_FAM_53_Question (2),TIMING_FAM_53_Question (2),VALUE_FAM_54_Question (2),ASSIGNED_KEY_FAM_54_Question (2),TIMING_FAM_54_Question (2),VALUE_FAM_55_Question (2),ASSIGNED_KEY_FAM_55_Question (2),TIMING_FAM_55_Question (2),VALUE_FAM_56_Question (2),ASSIGNED_KEY_FAM_56_Question (2),TIMING_FAM_56_Question (2),VALUE_FAM_57_Question (2),ASSIGNED_KEY_FAM_57_Question (2),TIMING_FAM_57_Question (2),VALUE_FAM_58_Question (2),ASSIGNED_KEY_FAM_58_Question (2),TIMING_FAM_58_Question (2),VALUE_FAM_59_Question (2),ASSIGNED_KEY_FAM_59_Question (2),TIMING_FAM_59_Question (2),VALUE_FAM_60_Question (2),ASSIGNED_KEY_FAM_60_Question (2),TIMING_FAM_60_Question (2),VALUE_FAM_62_Question (2),ASSIGNED_KEY_FAM_62_Question (2),TIMING_FAM_62_Question (2),VALUE_FAM_61_Question (2),ASSIGNED_KEY_FAM_61_Question (2),TIMING_FAM_61_Question (2),VALUE_FAM_63_Question (2),ASSIGNED_KEY_FAM_63_Question (2),TIMING_FAM_63_Question (2),VALUE_FAM_65_Question (2),ASSIGNED_KEY_FAM_65_Question (2),TIMING_FAM_65_Question (2),VALUE_FAM_64_Question (2),ASSIGNED_KEY_FAM_64_Question (2),TIMING_FAM_64_Question (2),VALUE_FAM_66_Question (2),ASSIGNED_KEY_FAM_66_Question (2),TIMING_FAM_66_Question (2),VALUE_FAM_67_Question (2),ASSIGNED_KEY_FAM_67_Question (2),TIMING_FAM_67_Question (2),VALUE_FAM_68_Question (2),ASSIGNED_KEY_FAM_68_Question (2),TIMING_FAM_68_Question (2),VALUE_FAM_69_Question (2),ASSIGNED_KEY_FAM_69_Question (2),TIMING_FAM_69_Question (2),VALUE_FAM_70_Question (2),ASSIGNED_KEY_FAM_70_Question (2),TIMING_FAM_70_Question (2),VALUE_FAM_71_Question (2),ASSIGNED_KEY_FAM_71_Question (2),TIMING_FAM_71_Question (2)
Nandos_Menu_Task5,50,Resp_025,MALE,24,Default,0,Left,2695.0811,0,Left,1925.2993,0,Left,1843.0705,0,Left,2251.0226,1,Right,5242.0431,0,Left,1684.3102,0,Left,4816.6886,0,Left,1527.0339,1,Right,3209.7415,0,Left,1272.6023,1,Right,1490.1538,1,Right,4097.4525,1,Right,1491.3305,0,Left,5508.507,0,Left,1927.4745,0,Left,1507.9282,0,Left,1235.6753,1,Right,1867.1618,1,Right,1355.3921,0,Left,1569.0545,1,Right,1789.0687,0,Left,1767.7955,1,Right,2433.3557,0,Left,2269.7575,0,Left,2357.3857,0,Left,2308.8236,0,Left,3701.3131,0,Left,1568.571,0,Left,1921.6735,1,Right,3528.5662,0,Left,2166.2158,0,Left,2829.7278,1,Right,4497.971,0,Left,2115.3421,1,Right,3459.8364,0,Left,1571.7877,0,Left,2162.2168,0,Left,5583.0395,0,Left,1562.8475,1,Right,3408.8918,0,Left,3261.1756,1,Right,3287.7296,0,Left,2405.954,0,Left,1797.3498,1,Right,1697.7397,0,Left,2451.9842,0,Left,2924.507,1,Right,2361.7379,0,Left,3643.0591,1,Right,2762.2897,0,Left,4283.93,0,Left,5186.7537,1,Right,1844.0701,1,Right,1704.2529,0,Left,3108.6869,0,Left,2423.5419,1,Right,3598.6321,1,Right,2450.735,0,Left,1392.1897,0,Left,1792.2977,1,Right,1589.6106,1,Right,1852.8003,1,Right,1393.2738,0,Left,4660.0177,1,Right,1692.5824,0,Left,1958.4285,1,Right,1796.1971,1,Right,2111.3553,0,Left,2269.6473,1,Right,2368.6672,0,Left,3046.6483
Nandos_Menu_Task5,48,Resp_049,FEMALE,34,Default,0,Left,1086.5308,0,Left,2457.8095,0,Left,1131.9728,0,Left,869.675,0,Left,2736.6824,0,Left,2770.7414,0,Left,1170.8694,0,Left,1171.2741,0,Left,1302.5164,0,Left,773.9292,1,Right,1085.0976,1,Right,2737.4654,1,Right,2088.4161,0,Left,1856.7662,1,Right,2325.8542,0,Left,1411.2275,0,Left,1680.7108,1,Right,1729.3774,1,Right,1619.6701,0,Left,905.5783,1,Right,2202.1865,0,Left,1002.3186,1,Right,1509.9708,0,Left,721.0719,0,Left,1566.9038,0,Left,1435.1609,0,Left,1357.3704,0,Left,1290.26,0,Left,2109.6793,1,Right,4413.6023,0,Left,1225.401,0,Left,1697.3321,0,Left,1783.3596,1,Right,1108.0377,1,Right,2012.9435,1,Right,1858.7587,1,Right,2493.8956,0,Left,1862.0225,0,Left,833.2784,0,Left,1183.8354,0,Left,1738.1471,1,Right,2399.4224,0,Left,3691.3803,1,Right,1420.2028,1,Right,1347.3968,1,Right,5218.0463,0,Left,2550.1802,0,Left,1125.9883,0,Left,1576.2916,1,Right,6593.318,1,Right,2549.9998,0,Left,1462.0275,1,Right,1600.7192,0,Left,2000.6459,0,Left,1598.7255,0,Left,4624.5565,1,Right,1929.8411,1,Right,2854.483,0,Left,1388.2865,0,Left,1955.7705,1,Right,1639.6142,0,Left,840.7523,1,Right,2034.0188,1,Right,2209.0938,1,Right,2172.6515,1,Right,7321.95,0,Left,2164.0222,1,Right,2707.1525,1,Right,2449.6494,0,Left,1692.4746,0,Left,1398.6298
Nandos_Menu_Task5,56,Resp_021,FEMALE,33,Default,0,Left,1047.2001,0,Left,1057.299,0,Left,1229.1968,1,Right,4306.4851,0,Left,3105.6957,0,Left,1281.0392,0,Left,1452.306,0,Left,1625.6528,0,Left,1777.621,0,Left,731.046,1,Right,1669.0795,0,Left,2928.5461,0,Left,1606.7048,0,Left,3171.3818,0,Left,1785.2279,0,Left,1451.119,0,Left,1245.792,0,Left,1132.1743,0,Left,1281.5731,0,Left,1234.0484,1,Right,2738.0759,0,Left,1045.2055,0,Left,1386.2946,0,Left,857.7062,0,Left,1354.227,0,Left,1465.0832,0,Left,1815.9831,0,Left,747.0038,0,Left,1624.9333,0,Left,3652.2465,0,Left,1255.1723,0,Left,1736.4147,0,Left,1007.3059,1,Right,3985.1818,0,Left,1918.8689,0,Left,1126.9847,0,Left,2587.2539,0,Left,2629.9677,0,Left,1040.2191,1,Right,2807.1966,0,Left,1895.6337,0,Left,2752.6398,0,Left,3302.496,0,Left,1011.9545,1,Right,3740.5812,0,Left,1667.2038,0,Left,1783.2327,0,Left,2494.3063,0,Left,3755.2098,0,Left,1873.9886,1,Right,3263.3078,0,Left,1443.1417,0,Left,781.9099,0,Left,1431.0512,0,Left,2065.4773,0,Left,1972.4576,0,Left,2731.6939,1,Right,1552.1067,0,Left,1155.4274,0,Left,1069.4927,0,Left,3591.6481,0,Left,1102.0536,1,Right,1655.573,0,Left,1802.1813,0,Left,2806.7619,0,Left,2715.7288,0,Left,2227.7438,0,Left,2114.309,0,Left,866.6745,0,Left,1932.7301,0,Left,1306.5064
Nandos_Menu_Task5,53,Resp_077,FEMALE,29,Default,0,Left,1459.4521,0,Left,3396.5545,0,Left,1995.6596,0,Left,2160.7061,0,Left,1779.4332,0,Left,901.6233,0,Left,2022.7466,0,Left,1557.8357,0,Left,1332.4204,0,Left,1147.59,1,Right,2224.0997,0,Left,3730.7719,0,Left,2182.9037,0,Left,2181.9135,0,Left,2949.1152,0,Left,1697.4612,0,Left,850.725,0,Left,2439.7979,0,Left,1939.9332,0,Left,1456.9147,1,Right,1526.2619,0,Left,2088.0941,0,Left,2040.5415,0,Left,1415.4411,0,Left,1535.8934,0,Left,1690.9794,0,Left,2723.3242,0,Left,1265.0991,0,Left,2989.8688,0,Left,2043.109,0,Left,1449.6178,0,Left,2498.9696,0,Left,1401.2567,0,Left,2740.1476,0,Left,2380.4699,0,Left,1214.2892,0,Left,5809.0423,1,Right,3554.7877,0,Left,1447.4215,1,Right,2350.7685,1,Right,3802.0538,0,Left,2811.7128,0,Left,1302.6391,0,Left,1568.3111,1,Right,1493.2316,0,Left,1368.2942,0,Left,1401.0844,0,Left,2033.0671,0,Left,1522.4716,1,Right,1426.0488,0,Left,763.9585,0,Left,1482.3017,1,Right,2621.489,1,Right,2460.1161,0,Left,3370.4982,0,Left,2325.8374,0,Left,5177.1347,1,Right,1937.7575,0,Left,1514.2795,0,Left,2229.8934,0,Left,2452.869,0,Left,1398.6956,1,Right,2011.4734,0,Left,2954.4532,1,Right,2555.2166,0,Left,2994.6515,0,Left,2301.6432,1,Right,2461.4698,0,Left,1787.5682,0,Left,1495.9482,0,Left,3161.1075
Nandos_Menu_Task5,41,Resp_047,MALE,24,Default,0,Left,2218.3006,0,Left,2703.888,1,Right,2300.631,1,Right,3038.3693,1,Right,8583.8411,0,Left,2879.8321,1,Right,4873.7078,1,Right,1879.2155,1,Right,1666.7139,1,Right,2163.0708,1,Right,3414.2555,1,Right,6668.0503,1,Right,2587.7503,1,Right,4678.491,1,Right,3905.0506,0,Left,3697.1419,0,Left,2412.9315,1,Right,3994.7388,1,Right,2872.8247,0,Left,2295.6729,1,Right,4156.27,1,Right,3756.3003,1,Right,2668.296,1,Right,4210.1103,0,Left,4385.7619,1,Right,3513.7183,0,Left,4827.3439,0,Left,1872.0813,1,Right,2886.6171,1,Right,4577.4207,1,Right,4409.9366,1,Right,2742.6218,1,Right,3469.6375,1,Right,2607.0294,1,Right,3958.5917,1,Right,3464.3475,1,Right,2034.8568,1,Right,1694.8218,0,Left,1390.2855,1,Right,2103.9153,1,Right,3598.4864,1,Right,2518.2666,1,Right,4500.8041,1,Right,1760.6433,1,Right,1884.3045,0,Left,2637.5092,1,Right,3405.6421,1,Right,1999.8399,1,Right,2676.8851,1,Right,3235.4255,1,Right,4838.2062,1,Right,2740.4348,1,Right,1950.0484,1,Right,4702.7552,1,Right,3681.6278,1,Right,3949.9511,1,Right,8826.5888,1,Right,2173.1387,0,Left,1732.5696,1,Right,2972.0524,1,Right,1355.2944,1,Right,2403.0158,1,Right,3401.7678,1,Right,4571.8148,1,Right,2652.2216,1,Right,2680.9242,1,Right,2546.8536,1,Right,4470.1768,1,Right,2389.2452,0,Left,2621.1411,1,Right,2898.2335
Nandos_Menu_Task5,39,Resp_045,MALE,45,Default,0,Left,626.3256,0,Left,1635.21,0,Left,687.1608,0,Left,11181.1588,0,Left,1474.0749,0,Left,873.6639,0,Left,990.3503,0,Left,998.4849,0,Left,5661.8035,0,Left,839.7596,1,Right,1914.8791,1,Right,6680.3082,0,Left,1295.5368,0,Left,2591.072,1,Right,950.456,1,Right,3660.0046,0,Left,1726.936,0,Left,1674.6424,0,Left,954.4458,1,Right,2590.0735,1,Right,2259.9577,0,Left,189.4755,0,Left,1144.9387,0,Left,831.7772,0,Left,1171.8664,0,Left,1116.0154,0,Left,955.4321,0,Left,414.8891,0,Left,763.9579,1,Right,3242.1831,0,Left,1479.4541,0,Left,1333.2356,0,Left,1567.8079,1,Right,5154.3627,0,Left,3496.9852,0,Left,2985.019,1,Right,2270.9269,0,Left,2171.4051,0,Left,574.4647,0,Left,1922.8471,0,Left,2784.556,0,Left,3961.8105,0,Left,1421.1995,0,Left,1117.014,1,Right,2398.575,1,Right,2297.0477,1,Right,2270.9267,0,Left,2430.1963,0,Left,2499.3164,0,Left,1497.9949,0,Left,915.5515,0,Left,1268.6084,0,Left,1231.7065,0,Left,2358.6932,0,Left,2757.6369,0,Left,6845.2162,0,Left,5631.1298,1,Right,2028.3563,0,Left,1817.218,0,Left,958.1809,1,Right,1884.7942,0,Left,1197.94,1,Right,1844.5525,0,Left,1631.6603,1,Right,1286.557,1,Right,3282.2253,1,Right,2398.8797,1,Right,3168.5268,0,Left,2548.9954,1,Right,2399.5751,0,Left,1032.3634
Nandos_Menu_Task5,37,Resp_017,FEMALE,20,Default,0,Left,426.8596,0,Left,1459.1058,0,Left,1546.1513,1,Right,1226.7977,1,Right,2067.1899,0,Left,1328.4468,0,Left,2662.8998,0,Left,1690.4823,1,Right,1544.4618,0,Left,841.749,1,Right,1185.8295,1,Right,2122.3254,1,Right,1896.9288,1,Right,3027.5322,0,Left,1371.7157,0,Left,1633.9141,1,Right,1029.4983,1,Right,1690.48,1,Right,1086.0957,0,Left,1351.3855,1,Right,1174.1186,0,Left,2032.0612,1,Right,1423.1951,0,Left,1876.9788,0,Left,1376.8223,1,Right,3385.9994,0,Left,2733.8426,0,Left,700.2874,0,Left,1569.8032,0,Left,1427.2915,0,Left,2000.6755,0,Left,1415.2168,1,Right,1369.3365,0,Left,901.5878,1,Right,1790.2948,0,Left,1391.8463,1,Right,1569.2462,1,Right,3069.7912,0,Left,3243.326,1,Right,1043.2115,0,Left,2001.732,1,Right,1315.4841,1,Right,1187.8228,1,Right,1148.5921,0,Left,1716.7593,0,Left,2920.192,1,Right,1989.6809,1,Right,1383.3018,0,Left,6755.9357,1,Right,2168.201,0,Left,5157.818,1,Right,1448.9542,1,Right,1237.485,1,Right,2278.9206,1,Right,3705.0695,1,Right,1993.6693,1,Right,3470.9076,1,Right,2784.5548,0,Left,940.9449,1,Right,1833.176,1,Right,1289.5503,1,Right,1226.7198,1,Right,1847.4496,1,Right,1611.693,1,Right,969.4077,0,Left,1745.334,1,Right,1535.1418,1,Right,2267.6341,1,Right,962.4272,1,Right,3263.2737,0,Left,1788.2205
Nandos_Menu_Task5,46,Resp_015,FEMALE,33,Default,0,Left,693.1483,0,Left,1052.1874,0,Left,1628.6445,0,Left,932.5073,0,Left,2568.1092,0,Left,1315.3971,0,Left,1772.2614,0,Left,681.1793,0,Left,2964.8919,0,Left,2978.0375,1,Right,2372.1061,0,Left,2153.7821,1,Right,1891.679,1,Right,3558.2302,0,Left,1178.848,0,Left,936.4752,1,Right,1646.9351,1,Right,1505.9734,1,Right,1354.3784,0,Left,1617.5195,0,Left,1133.9678,0,Left,1197.7967,0,Left,2974.0473,0,Left,2261.4331,0,Left,2989.1971,0,Left,1100.0597,0,Left,1631.637,0,Left,978.3832,1,Right,1396.2651,1,Right,3700.1058,0,Left,1235.5649,0,Left,3208.3853,0,Left,1029.2478,0,Left,2150.6928,0,Left,1758.2988,0,Left,1820.7931,0,Left,1550.8546,0,Left,798.8647,0,Left,1070.1085,0,Left,1670.6078,1,Right,921.5355,0,Left,2591.0736,1,Right,166.5551,0,Left,1345.9971,1,Right,3230.1841,0,Left,6059.7533,0,Left,4410.0023,0,Left,1447.1312,0,Left,2143.2676,1,Right,6315.114,0,Left,3548.5123,0,Left,1892.6393,0,Left,640.2862,0,Left,1691.4775,1,Right,5487.4581,0,Left,2827.4396,0,Left,3889.7496,0,Left,1357.3659,0,Left,1173.862,0,Left,1409.2244,1,Right,4764.6434,0,Left,5103.6733,1,Right,2173.9753,0,Left,2442.7216,1,Right,2576.1113,0,Left,4015.7993,1,Right,4110.0945,1,Right,2000.6501,0,Left,1359.3637,0,Left,2204.2953,1,Right,5362.6609
Nandos_Menu_Task5,45,Resp_073,MALE,30,Default,0,Left,2706.3411,0,Left,1382.302,0,Left,2757.6261,1,Right,6953.3008,1,Right,12964.9294,0,Left,3428.8321,0,Left,7983.3437,0,Left,2210.6014,0,Left,2350.3239,1,Right,6444.6167,1,Right,3034.4768,0,Left,12665.835,1,Right,1992.6705,1,Right,3010.7682,1,Right,5959.064,1,Right,2843.7995,0,Left,1628.6451,1,Right,2859.3551,1,Right,3223.3134,0,Left,1825.1194,1,Right,1721.3979,0,Left,5489.4755,0,Left,1696.4686,0,Left,7454.1452,0,Left,3017.239,0,Left,13394.8348,0,Left,3947.9246,0,Left,1349.3924,0,Left,211.7545,0,Left,11403.2069,0,Left,2415.0614,0,Left,2522.3548,0,Left,3941.212,0,Left,1770.266,1,Right,28693.0675,0,Left,29372.9043,1,Right,1662.7993,1,Right,4027.7782,0,Left,2501.3121,1,Right,4302.271,1,Right,3119.6678,0,Left,2415.0429,0,Left,2825.859,0,Left,3312.8696,1,Right,2482.8323,1,Right,2550.1821,1,Right,4196.7777,0,Left,1514.9487,1,Right,4949.0736,1,Right,2195.5206,1,Right,10005.0001,0,Left,4625.2482,0,Left,4963.7127,1,Right,5977.7648,1,Right,3523.2278,0,Left,6217.2899,1,Right,9200.594,1,Right,1593.5913,0,Left,388.9592,0,Left,2925.1499,1,Right,10069.54,0,Left,2360.2598,1,Right,3782.8842,0,Left,1712.4213,1,Right,8111.1334,1,Right,7965.2814,1,Right,2487.0914,1,Right,2108.7411,0,Left,3922.5123,1,Right,2763.0842,0,Left,2610.6267
Nandos_Menu_Task5,44,Resp_043,MALE,22,Default,0,Left,1108.1634,0,Left,1204.6462,0,Left,1683.4984,0,Left,2403.2853,0,Left,975.3926,0,Left,2388.5924,0,Left,1761.5808,0,Left,1106.5022,0,Left,1730.3732,0,Left,1170.5597,0,Left,2425.5131,0,Left,3074.7791,1,Right,5270.0295,0,Left,2575.4267,0,Left,1583.722,0,Left,1208.7689,0,Left,1199.7935,0,Left,1884.748,0,Left,2019.8902,0,Left,1500.464,1,Right,2324.5904,0,Left,3125.6445,0,Left,1543.081,0,Left,1401.9096,0,Left,1776.251,0,Left,2223.0581,0,Left,1603.7288,0,Left,930.5102,0,Left,1278.2534,0,Left,2809.4867,0,Left,1344.8594,0,Left,1530.8468,0,Left,6266.5629,0,Left,1304.5063,0,Left,1900.3673,0,Left,1593.4588,0,Left,3060.7618,1,Right,4074.3658,0,Left,1471.7768,0,Left,2410.9081,0,Left,1809.8962,0,Left,2131.3055,0,Left,2024.656,0,Left,1972.073,1,Right,2931.4933,0,Left,2535.9873,1,Right,2194.9476,0,Left,1765.6092,0,Left,2621.1884,0,Left,1990.6946,1,Right,4034.2119,0,Left,1150.033,0,Left,3255.6786,0,Left,2189.2045,1,Right,5639.522,1,Right,3419.8018,0,Left,3192.8742,1,Right,6239.7779,0,Left,1384.3002,0,Left,1065.3768,1,Right,7416.423,0,Left,2842.2167,1,Right,2632.3171,0,Left,2331.0893,0,Left,3992.3,0,Left,1296.6401,0,Left,2061.1236,1,Right,2910.6282,0,Left,2385.6183,1,Right,1838.9081,0,Left,1981.4869
Nandos_Menu_Task5,30,Resp_071,FEMALE,22,Default,0,Left,765.9528,0,Left,901.5885,0,Left,1893.2455,1,Right,1863.6351,0,Left,1634.629,0,Left,1448.1279,0,Left,647.2689,0,Left,802.8535,1,Right,1442.1431,0,Left,1749.88,1,Right,1195.7585,1,Right,1265.3444,1,Right,1376.4437,1,Right,1779.9032,0,Left,1753.7018,0,Left,1582.1253,0,Left,1130.7893,1,Right,1049.1938,1,Right,781.9098,0,Left,1094.5921,1,Right,1251.6523,0,Left,1590.0711,1,Right,1049.9253,0,Left,1162.4024,0,Left,2531.2306,0,Left,3412.9125,0,Left,2314.3402,0,Left,957.4342,0,Left,1306.5063,1,Right,1404.5421,0,Left,801.8545,0,Left,770.938,1,Right,1761.8145,0,Left,1408.9665,0,Left,1953.7779,0,Left,998.3317,0,Left,1886.2047,0,Left,2398.5857,0,Left,1781.2683,1,Right,1430.1756,1,Right,2271.6276,1,Right,1171.8673,1,Right,1983.5834,0,Left,1468.0748,1,Right,1206.7744,1,Right,2710.7194,1,Right,1197.5574,0,Left,725.0614,0,Left,2051.21,1,Right,3365.9954,1,Right,3008.8723,0,Left,1064.9783,1,Right,1476.425,1,Right,1672.5297,1,Right,3921.5141,1,Right,2205.0613,1,Right,3510.5972,1,Right,1705.3811,0,Left,1297.5308,0,Left,832.7737,1,Right,1442.144,1,Right,1732.3668,1,Right,2151.4457,1,Right,1418.5734,1,Right,1245.9285,0,Left,1938.303,1,Right,1558.832,0,Left,1126.9864,0,Left,1714.4167,0,Left,1767.2751,0,Left,1847.4494
Nandos_Menu_Task5,29,Resp_041,MALE,38,Default,0,Left,2764.2687,0,Left,2001.782,0,Left,4369.9796,0,Left,2033.9208,0,Left,4823.0738,0,Left,1408.8442,0,Left,2628.4692,0,Left,1936.6458,1,Right,2183.1625,1,Right,1628.6523,1,Right,3057.3315,1,Right,3469.5964,1,Right,2163.8478,0,Left,2964.8939,1,Right,2862.2664,0,Left,1925.8512,0,Left,1820.2815,1,Right,2667.8678,1,Right,1677.5136,0,Left,2531.3864,0,Left,2119.2841,0,Left,1427.1838,1,Right,2555.1703,0,Left,1865.8207,0,Left,2302.0959,0,Left,3567.1179,0,Left,2648.9174,0,Left,1184.832,0,Left,2222.0585,1,Right,3120.363,0,Left,1736.2572,0,Left,2921.4148,0,Left,1562.8224,0,Left,1461.0947,1,Right,2648.3725,0,Left,2710.7535,1,Right,2685.756,0,Left,2484.3565,0,Left,1712.2826,0,Left,5052.6363,0,Left,2586.0678,1,Right,3020.9133,0,Left,2020.5975,1,Right,385.9677,1,Right,4438.2593,0,Left,1831.9072,0,Left,1590.424,0,Left,1427.9886,1,Right,1713.782,1,Right,1839.5273,0,Left,2759.1008,0,Left,1455.1081,0,Left,2163.012,1,Right,3081.9038,1,Right,5385.7532,0,Left,2664.0201,1,Right,4175.8483,1,Right,2648.9825,0,Left,1549.0558,0,Left,1104.3096,0,Left,5686.7197,1,Right,2187.3315,0,Left,2227.0436,1,Right,4209.9379,0,Left,2098.5201,0,Left,3140.6025,1,Right,3158.1002,1,Right,2861.9385,1,Right,1548.8662,0,Left,1789.6681,0,Left,2435.2816
